close,high,low,open,timestamp,volume
10.9,10.9,10.9,10.9,1313625600,0.48990826
11.69,11.85,11.15,11.85,1313712000,1.92657814
11.7,11.7,11.7,11.7,1313798400,0.08547009
11.7,11.7,11.7,11.7,1313884800,0.08547009
11.7,11.7,11.7,11.7,1313971200,0.02863249
11.7,11.7,11.7,11.7,1314057600,0.00000000
10.5,11.5,10.5,11.5,1314144000,2.35652174
10,10,10,10,1314230400,1.10000000
10,10,10,10,1314316800,0.00000000
10,10,10,10,1314403200,0.00000000
10,10,10,10,1314489600,0.00000000
10,10,10,10,1314576000,0.00000000
8,8,8,8,1314662400,1.00000000
8,8,8,8,1314748800,0.00000000
8.22,8.31,5.25,8,1314835200,164.48000000
8.88,8.88,8,8.12,1314921600,79.76000000
8.88,8.88,8.88,8.88,1315008000,0.00000000
8.89,8.89,8.89,8.89,1315094400,0.20022497
8.89,8.89,8.89,8.89,1315180800,0.00000000
8,8,8,8,1315267200,21.00000000
8.5,8.5,8.5,8.5,1315353600,3.00000000
7.4,7.98,7.4,7.98,1315440000,6.86000000
7.4,7.4,7.4,7.4,1315526400,0.00000000
7.4,7.4,7.4,7.4,1315612800,0.00000000
7.4,7.4,7.4,7.4,1315699200,0.00000000
7.4,7.4,7.4,7.4,1315785600,0.00000000
5.97,6,5.65,5.8,1315872000,58.37138238
5.53,5.72,5.52,5.58,1315958400,61.14598362
5.13,5.24,5,5.12,1316044800,80.14079520
4.85,4.87,4.8,4.82,1316131200,39.91400680
4.87,4.87,4.87,4.87,1316217600,0.30000000
4.92,4.92,4.81,4.87,1316304000,119.81280000
4.9,4.9,4.9,4.9,1316390400,20.00000000
5.66,5.66,4.92,4.92,1316476800,89.28071068
5.66,5.79,5.66,5.7,1316563200,17.62932238
5.72,5.72,5.68,5.68,1316649600,43.77842238
5.72,5.72,5.7,5.7,1316736000,20.68003681
5.68,5.76,5.68,5.7,1316822400,90.58706633
6.05,6.05,6.05,6.05,1316908800,12.22000000
4.8,6.06,4.8,6.06,1316995200,39.57846334
4.92,4.92,4.85,4.85,1317081600,24.35450000
4.82,4.91,4.82,4.9,1317168000,83.05332580
4.82,4.82,4.81,4.81,1317254400,46.96450000
4.82,4.82,4.82,4.82,1317340800,0.00000000
4.82,4.82,4.82,4.82,1317427200,0.00000000
4.82,4.82,4.82,4.82,1317513600,0.00000000
4.87,4.87,4.83,4.85,1317600000,30.57595000
4.98,5.3,4.8,4.86,1317686400,142.52162238
4.92,6.25,4.8,4.92,1317772800,113.72000000
4.8,4.99,4.8,4.88,1317859200,170.84354937
4.61,4.81,4.59,4.8,1317945600,94.64000000
3.99,4.57,3.99,4.57,1318032000,56.00000000
3.89,3.89,3.89,3.89,1318118400,11.00000000
4.51,4.51,3.99,3.99,1318204800,132.50000000
4.1,4.1,3.98,3.98,1318291200,78.08000000
3.93,3.99,3.93,3.95,1318377600,79.52352500
3.97,3.97,3.93,3.93,1318464000,109.62176600
4.05,4.05,4.05,4.05,1318550400,96.97751266
4.05,4.05,4.05,4.05,1318636800,0.00000000
4.05,4.05,4.05,4.05,1318723200,0.00000000
3.92,3.92,3.92,3.92,1318809600,10.24000000
3.92,3.92,3.92,3.92,1318896000,0.00000000
3.92,3.92,3.92,3.92,1318982400,0.00000000
2.24,2.29,2.22,2.22,1319068800,61.97233200
2.27,2.27,2.22,2.22,1319155200,41.46334066
2.27,2.27,2.27,2.27,1319241600,0.00000000
2.27,2.27,2.27,2.27,1319328000,0.00000000
2.92,2.99,2.92,2.99,1319414400,64.54000000
2.72,2.72,2.66,2.66,1319500800,130.29932366
2.69,3,2.67,2.72,1319587200,268.26897266
2.69,2.69,2.69,2.69,1319673600,0.00000000
4.2,4.36,3.07,3.07,1319760000,118.37787266
3.95,4.4,3.69,3.69,1319846400,88.43242500
3.5,3.85,3.2,3.85,1319932800,116.38139500
3.3,3.55,3.2,3.25,1320019200,68.99404308
3.33,3.33,3.32,3.32,1320105600,38.77712060
3.33,3.33,3.33,3.33,1320192000,0.00000000
3.33,3.33,3.33,3.33,1320278400,0.00000000
3.55,3.55,3.21,3.27,1320364800,117.08103867
3,3.21,3,3.21,1320451200,103.51200000
2.95,2.95,2.95,2.95,1320537600,203.38800000
2.95,2.95,2.95,2.95,1320624000,0.00000000
3.08,3.08,3.08,3.08,1320710400,47.47212389
3.3,3.3,3.09,3.09,1320796800,58.86052015
3.3,3.3,2.95,3.25,1320883200,121.66777314
3.3,3.3,3.3,3.3,1320969600,65.43400000
3.35,3.35,3.35,3.35,1321056000,2.79000000
3.35,3.35,3.35,3.35,1321142400,29.48955224
2.47,2.95,2.47,2.95,1321228800,183.40000000
2.5,3,2.5,2.99,1321315200,97.34161180
3,3,2.51,2.51,1321401600,5.61666667
2.99,3,2.5,3,1321488000,17.01862876
2.5,2.79,2.5,2.5,1321574400,88.44000000
2.43,2.5,2.43,2.5,1321660800,48.87212355
2.37,2.37,2.37,2.37,1321747200,11.00000000
2.25,3,2.25,2.45,1321833600,290.52677579
2.59,2.59,2.46,2.53,1321920000,328.49334593
2.59,2.59,2.59,2.59,1322006400,0.00000000
3,3,2.54,2.54,1322092800,9.14460880
2.75,15,2.5,2.5,1322179200,179.78726599
2.77,2.77,2.77,2.77,1322265600,10.09025271
2.77,2.77,2.77,2.77,1322352000,0.00000000
2.66,2.78,2.66,2.67,1322438400,180.36714898
2.72,3.23,2.69,2.69,1322524800,62.46464882
3.19,3.19,3.19,3.19,1322611200,14.53918495
3.42,3.48,3.3,3.46,1322697600,233.78003348
3.04,3.45,3.04,3.45,1322784000,131.75704018
2.93,2.93,2.93,2.93,1322870400,0.50000000
2.93,2.93,2.93,2.93,1322956800,0.00000000
2.93,2.99,2.82,2.82,1323043200,207.36326560
2.98,3.25,2.89,2.9,1323129600,216.10928902
3.3,3.35,3.05,3.05,1323216000,233.20920018
3.3,3.5,2.95,3.27,1323302400,115.71772709
3.3,3.3,3.3,3.3,1323388800,0.00000000
3.2,3.2,3,3.2,1323475200,12.28437500
3.27,3.37,3.17,3.17,1323561600,157.77889484
3.48,3.6,3.37,3.37,1323648000,75.61897495
3.56,3.59,3.25,3.25,1323734400,66.15055522
3.47,3.49,3.42,3.42,1323820800,90.76473070
3.45,3.45,3.39,3.39,1323907200,102.74202898
3.44,3.5,3.25,3.25,1323993600,84.61300100
3.44,3.44,3.44,3.44,1324080000,0.00000000
3.5,3.5,3.25,3.25,1324166400,17.24285714
3.85,3.98,3.5,3.5,1324252800,134.73429197
4.55,4.75,4.53,4.75,1324339200,94.74335338
4.38,4.38,4.38,4.38,1324425600,20.89954338
4.17,4.19,4.17,4.19,1324512000,8.53526439
4.22,4.35,3.84,3.86,1324598400,149.49256188
4.33,4.33,4.33,4.33,1324684800,27.22479474
4.27,4.32,4.27,4.32,1324771200,24.18242300
4.33,4.33,4.27,4.27,1324857600,56.73660508
4.29,4.33,4.29,4.33,1324944000,58.07386739
4.3,4.3,4.25,4.29,1325030400,35.55011655
4.5,4.5,4.3,4.3,1325116800,36.56096221
4.21,4.5,4.21,4.26,1325203200,56.74004969
4.58,4.58,4.39,4.39,1325289600,95.31787810
5,5,4.58,4.58,1325376000,21.60200000
5,5,5,5,1325462400,19.04800000
5.29,5.32,5.14,5.32,1325548800,88.03728092
5.57,5.57,4.93,4.93,1325635200,107.23326023
6.65,6.65,5.72,5.72,1325721600,94.80182926
6,6.9,6,6.65,1325808000,33.88274671
6.8,6.8,6.8,6.8,1325894400,0.29585799
7,7,6.9,6.9,1325980800,5.00000000
6.3,6.99,6.23,6.99,1326067200,66.86932290
7.14,7.14,6.24,6.24,1326153600,62.28998018
7,7.33,6.25,7.14,1326240000,105.35893402
6.51,7.38,6.51,6.95,1326326400,82.30163181
6.6,7.36,6.6,6.8,1326412800,48.97014484
6.3,6.5,6.3,6.5,1326499200,16.83600000
7.15,7.15,7.15,7.15,1326585600,16.69930070
7.1,7.1,6.2,6.2,1326672000,12.64929577
6,6.9,6,6.5,1326758400,80.51400824
7.1,7.1,5.99,5.99,1326844800,133.44676912
6.22,7,5.52,5.52,1326931200,246.71581895
6.95,6.95,6.55,6.9,1327017600,95.82599863
6.77,6.77,6.28,6.3,1327104000,81.41385241
6.79,6.83,6.03,6.79,1327190400,81.27103303
6.52,6.52,6,6.5,1327276800,94.92062909
6.55,6.57,6,6.52,1327363200,85.44624147
6.31,6.86,6,6.26,1327449600,81.12325640
5.5,6.3,5.5,6.27,1327536000,29.91907058
5.88,6.03,3.8,3.8,1327622400,92.07999287
4.91,4.91,4.91,4.91,1327708800,0.25000000
5.5,5.9,5.3,5.89,1327795200,9.45484643
5.58,5.58,5.3,5.3,1327881600,15.16000000
5.3,6.22,3.8,5.7,1327968000,110.50333334
5.88,5.99,5.52,5.53,1328054400,12.05880628
6.28,6.28,5.89,5.99,1328140800,251.00093001
6.3,6.35,5.93,6.29,1328227200,155.55245320
5.94,6.5,5.94,6.35,1328313600,67.63499409
5.6,6.15,5.6,5.93,1328400000,47.85042396
5.6,5.9,5.2,5.6,1328486400,29.17833833
5.69,5.88,5.5,5.5,1328572800,165.40541896
5.87,5.87,5.66,5.79,1328659200,83.57202011
5.89,5.89,5.51,5.52,1328745600,83.60318875
5.88,5.88,5.8,5.88,1328832000,176.93050375
5.5,5.71,5.5,5.71,1328918400,1.87948780
5.67,5.78,5.55,5.78,1329004800,64.84343240
5.79,5.79,5.5,5.53,1329091200,99.78443902
4.89,5.8,4.56,5.2,1329177600,128.34493428
4.69,5.08,4.69,4.9,1329264000,67.78916535
4.51,4.98,4.15,4.5,1329350400,115.62392130
4.67,4.8,4.5,4.67,1329436800,244.67028923
4.23,4.73,4.14,4.67,1329523200,254.39025201
4.38,4.38,4.3,4.38,1329609600,92.68354434
4.44,4.72,4.4,4.72,1329696000,315.93925361
4.58,4.58,4.3,4.52,1329782400,358.44920149
4.51,4.59,4.46,4.47,1329868800,75.30876636
5.22,5.22,4.55,4.59,1329955200,714.84400933
4.95,5.22,4.95,5.12,1330041600,37.59711782
5,5.11,5,5.11,1330128000,119.80740151
4.98,5.07,4.78,4.79,1330214400,40.90000000
5.04,5.1,4.95,4.97,1330300800,309.05231411
4.88,5.1,4.71,5.09,1330387200,440.24138707
4.99,5,4.85,4.97,1330473600,242.23784635
5,5.05,4.9,4.99,1330560000,291.16358119
4.79,4.99,4.64,4.99,1330646400,245.97471171
4.65,4.99,4.6,4.81,1330732800,125.91831514
4.81,4.81,4.77,4.78,1330819200,113.60841530
5.06,5.06,4.77,4.8,1330905600,518.05455153
4.98,5.05,4.95,5,1330992000,296.62794242
4.93,5.09,4.93,5.05,1331078400,373.49234495
5.01,5.08,4.87,4.94,1331164800,326.56575490
4.93,5.07,4.93,5.01,1331251200,277.58947934
4.94,4.99,4.85,4.91,1331337600,114.04892826
5,5,4.84,4.94,1331424000,24.68252609
4.99,4.99,4.85,4.85,1331510400,108.76167997
5.3,5.32,4.96,4.99,1331596800,734.65394306
5.27,5.44,5.27,5.32,1331683200,1129.74327668
5.39,5.43,5.27,5.27,1331769600,633.16784947
5.26,5.41,5.26,5.3,1331856000,157.69794429
5.42,5.42,5.38,5.38,1331942400,143.87332861
5.25,5.42,5.24,5.41,1332028800,412.66352117
4.83,5.37,4.83,5.24,1332115200,415.19375675
4.79,4.97,4.79,4.82,1332201600,279.75591707
4.96,4.96,4.9,4.9,1332288000,9.32862903
4.91,4.98,4.72,4.86,1332374400,396.41099470
4.78,4.89,4.6,4.73,1332460800,393.13018484
4.83,4.83,4.62,4.72,1332547200,191.53850932
4.54,4.84,4.54,4.61,1332633600,15.47357192
4.73,4.75,4.54,4.6,1332720000,64.76455997
4.84,4.97,4.54,4.54,1332806400,369.59079623
4.93,4.95,4.72,4.75,1332892800,418.64896346
4.84,4.93,4.77,4.93,1332979200,110.39370311
4.88,4.91,4.76,4.81,1333065600,161.39879423
4.9,4.92,4.89,4.9,1333152000,158.37378321
4.89,4.89,4.77,4.89,1333238400,308.50586520
5.04,5.04,4.78,4.8,1333324800,888.57861157
4.99,5.04,4.86,5.04,1333411200,244.30290125
5.01,5.01,4.86,4.92,1333497600,305.43564088
5,5.04,4.89,4.99,1333584000,400.86488523
4.99,4.99,4.81,4.9,1333670400,725.95771755
4.7,4.94,4.7,4.94,1333756800,228.65562961
4.76,4.8,4.69,4.8,1333843200,177.21795867
4.75,4.85,4.7,4.7,1333929600,158.55832457
4.8,4.87,4.75,4.75,1334016000,314.81763742
4.92,4.92,4.78,4.86,1334102400,425.60463177
4.93,4.93,4.73,4.87,1334188800,756.79455183
4.93,4.95,4.81,4.88,1334275200,1102.26589490
4.96,5.01,4.94,4.94,1334361600,544.64998903
4.99,4.99,4.92,4.96,1334448000,114.97408628
4.98,4.98,4.93,4.93,1334534400,487.00754874
4.98,4.99,4.95,4.99,1334620800,282.51538718
5.16,5.18,4.98,4.98,1334707200,839.93175010
5.13,5.18,5.06,5.17,1334793600,562.65170962
5.38,5.38,5.09,5.15,1334880000,372.83588987
5.24,5.43,5.19,5.4,1334966400,301.94356518
5.17,5.25,5.17,5.24,1335052800,139.56864263
5,5.25,5,5.2,1335139200,947.46097438
5.08,5.15,4.98,4.99,1335225600,1975.83110589
5.14,5.14,4.86,5.12,1335312000,1634.21397671
4.98,5.12,4.86,5.1,1335398400,762.13021800
5.04,5.08,4.99,5.03,1335484800,718.01401093
4.91,5.07,4.85,5.07,1335571200,205.02552687
4.91,4.96,4.81,4.92,1335657600,62.87862749
5,5.02,4.87,4.92,1335744000,490.58077756
4.97,5.04,4.86,4.94,1335830400,831.74622588
5.06,5.15,5.01,5.01,1335916800,495.31714340
5.1,5.13,5.05,5.06,1336003200,645.08940157
5.07,5.15,5.07,5.1,1336089600,776.04276349
5.04,5.11,5.04,5.09,1336176000,415.56904636
5.08,5.1,5.02,5.06,1336262400,1234.04605556
5.05,5.08,4.97,5.05,1336348800,874.47864459
5.02,5.08,4.99,5.06,1336435200,640.55868732
5.02,5.08,5.01,5.02,1336521600,350.28159466
4.87,5.04,4.87,5.02,1336608000,907.11429341
4.95,4.97,4.87,4.97,1336694400,413.82665677
4.91,4.97,4.91,4.95,1336780800,219.33389116
4.94,4.95,4.94,4.95,1336867200,395.46296566
4.93,4.99,4.88,4.93,1336953600,718.72911768
4.95,5.01,4.9,4.95,1337040000,600.99596383
5.04,5.04,4.98,5,1337126400,178.03322150
5.02,5.03,5.01,5.02,1337212800,611.21283218
5.07,5.07,5.03,5.03,1337299200,912.52426975
5.07,5.08,5.05,5.08,1337385600,168.00597520
5.03,5.08,5.03,5.03,1337472000,26.40212653
5.08,5.09,5.01,5.04,1337558400,354.05739561
5.03,5.07,5,5.05,1337644800,678.06758546
