close,high,low,open,timestamp,volume
5.1,5.1,5.02,5.02,1337731200,558.15131265
5.12,5.12,5.04,5.08,1337817600,904.74009563
5.08,5.1,5.08,5.09,1337904000,274.91026252
5.07,5.09,5.06,5.08,1337990400,388.70621698
5.07,5.08,5,5.08,1338076800,913.52967246
5.07,5.08,5.07,5.08,1338163200,180.68383317
5.11,5.12,4.95,5.07,1338249600,1341.51430437
5.14,5.14,5.07,5.07,1338336000,748.40168130
5.17,5.17,5.1,5.14,1338422400,1102.63991433
5.22,5.24,5.16,5.17,1338508800,473.66441064
5.19,5.21,5.17,5.2,1338595200,192.43478463
5.19,5.2,5.19,5.19,1338681600,14.33475413
5.22,5.24,5.14,5.18,1338768000,1359.11830930
5.37,5.49,5.22,5.22,1338854400,929.19495142
5.41,5.49,5.37,5.39,1338940800,770.84630967
5.53,5.53,5.4,5.41,1339027200,1412.87520676
5.61,5.63,5.46,5.48,1339113600,1397.44902146
5.48,5.62,5.47,5.6,1339200000,353.65603433
5.42,5.54,5.42,5.54,1339286400,270.95117635
5.52,5.57,5.4,5.48,1339372800,667.67216608
5.71,5.9,5.53,5.57,1339459200,9330.40796353
5.86,6,5.71,5.77,1339545600,1690.19740728
5.9,5.91,5.79,5.86,1339632000,3236.50872610
6.42,6.42,5.56,5.88,1339718400,2041.44728739
6.41,6.52,6.12,6.41,1339804800,1010.13937541
6.19,6.47,6.13,6.41,1339891200,424.19045736
6.06,6.34,5.98,6.13,1339977600,2483.09865301
6.46,6.49,6.13,6.13,1340064000,1389.04883704
6.64,6.65,6.26,6.4,1340150400,2075.98456732
6.64,6.69,6.64,6.66,1340236800,480.84201914
6.59,6.67,6.48,6.64,1340323200,963.16079856
6.45,6.61,6.33,6.6,1340409600,1137.14132849
6.4,6.45,6.35,6.35,1340496000,599.17294991
6.26,6.35,6.11,6.35,1340582400,1956.72821549
6.41,6.46,6.17,6.26,1340668800,2273.09860085
6.49,6.68,6.34,6.41,1340755200,11231.77828715
6.5,6.54,5.99,6.49,1340841600,4266.15056833
6.52,6.63,6.49,6.5,1340928000,8127.55500191
6.61,6.61,6.5,6.58,1341014400,828.05206012
6.52,6.62,6.52,6.6,1341100800,332.44372303
6.61,6.64,6.52,6.55,1341187200,1792.23613156
6.44,6.66,6.4,6.61,1341273600,1936.39057110
6.44,6.55,6.36,6.44,1341360000,2014.68873242
6.6,6.66,6.52,6.52,1341446400,1406.97193178
6.59,6.6,6.39,6.59,1341532800,1662.61510481
6.79,6.79,6.56,6.6,1341619200,1408.47982280
6.73,6.8,6.45,6.8,1341705600,830.37090436
6.94,6.99,6.55,6.77,1341792000,1751.75552753
7.08,7.13,6.95,6.95,1341878400,1495.14428870
7.14,7.15,7.04,7.08,1341964800,751.66207543
7.59,7.59,7.1,7.15,1342051200,2325.83757492
7.59,7.69,7.46,7.6,1342137600,1204.54573744
7.55,7.58,7.44,7.58,1342224000,717.31461971
7.57,7.57,7.4,7.55,1342310400,322.39208253
8.3,8.3,7.14,7.57,1342396800,3680.08259313
8.55,8.8,7.7,8.3,1342483200,3658.89689036
9,9.15,8.36,8.5,1342569600,2613.84283038
8.76,9.2,8.76,9.06,1342656000,2512.84139938
8.44,8.76,7.93,8.76,1342742400,1378.66512931
8.74,8.91,8.2,8.52,1342828800,2380.64465914
8.42,8.8,8.3,8.74,1342915200,1483.54734476
8.59,8.88,8.1,8.42,1343001600,2585.86162064
8.61,8.8,8.25,8.59,1343088000,1298.89850451
8.64,8.64,8.24,8.59,1343174400,1795.45977381
8.75,8.83,8.45,8.64,1343260800,837.67858918
8.83,8.91,8.76,8.76,1343347200,687.49671529
8.88,9,8.78,8.83,1343433600,1498.92603223
8.71,8.79,8.7,8.79,1343520000,590.37066164
9,9,8.54,8.7,1343606400,2423.61350598
9.28,9.28,8.92,9,1343692800,1324.42575089
9.45,9.5,8.9,9.28,1343779200,2419.60607326
10.44,10.52,9.4,9.45,1343865600,2209.70926083
10.79,12,10.1,10.4,1343952000,2419.41343130
10.51,11.2,10.5,10.96,1344038400,635.36838136
10.71,10.93,10.29,10.93,1344124800,1906.76190710
10.84,10.99,10.43,10.71,1344211200,2070.07812125
10.75,10.87,10.72,10.86,1344297600,1039.03555000
10.99,11.04,10.7,10.75,1344384000,2746.09461909
11,12.49,10.79,11,1344470400,2432.99473283
11.32,11.5,10.9,11,1344556800,2554.43905578
11.38,11.4,11.25,11.32,1344643200,358.81692698
11.49,11.69,11.34,11.4,1344729600,838.43263007
11.89,11.98,11.4,11.42,1344816000,3499.58597117
12.25,12.3,11.81,11.9,1344902400,1925.97314893
13.01,13.2,12.13,12.13,1344988800,1592.26779358
13.42,13.5,12.75,13.14,1345075200,1529.32907411
12.5,16.41,11.5,13.49,1345161600,4868.27886465
11.54,12.99,11.11,12.64,1345248000,2511.36721759
8.06,11.86,7.1,11.86,1345334400,5427.25152631
10.05,10.33,7.86,8.09,1345420800,3382.49965273
10.18,10.51,9.53,9.79,1345507200,3384.91944343
9.96,10.71,9.75,9.99,1345593600,8193.33129544
10.02,10.19,9.78,9.96,1345680000,2710.25541200
10.37,10.51,9.83,10.03,1345766400,4170.89273973
10.57,10.58,10.14,10.45,1345852800,581.27122837
10.31,10.62,10.2,10.57,1345939200,1412.06354452
10.78,11.93,10.31,10.31,1346025600,4283.77447562
11,11.21,10.63,10.9,1346112000,2970.10121301
10.78,11.05,10.49,11,1346198400,4768.86011118
10.65,10.91,10.51,10.81,1346284800,1513.88396985
10.16,10.8,9.69,10.65,1346371200,2915.12925668
9.91,10.2,9.85,10.2,1346457600,665.20204584
10.18,10.18,9.49,10.07,1346544000,1340.45182161
10.55,10.55,9.95,10.17,1346630400,1166.65101376
10.36,10.5,10.14,10.36,1346716800,2649.65990947
10.99,10.99,10.12,10.38,1346803200,1870.38903071
11.02,11.15,10.68,10.9,1346889600,3296.23211519
11.03,11.1,10.83,11.03,1346976000,1351.77011210
10.97,11.11,10.3,10.98,1347062400,1355.12940957
10.98,11.04,10.84,10.97,1347148800,1216.12471856
10.95,11.08,10.74,10.85,1347235200,2492.06090795
11.04,11.04,10.38,10.95,1347321600,4794.96358934
11.14,11.14,10.75,11.04,1347408000,2414.68753316
11.3,11.42,10.98,11.17,1347494400,2138.98077281
11.5,11.7,11.05,11.26,1347580800,2127.29435418
11.63,11.65,11.35,11.6,1347667200,594.79395476
11.75,11.8,11.53,11.63,1347753600,1287.40625221
11.85,11.88,11.58,11.75,1347840000,689.94090289
11.91,12.28,11.67,11.85,1347926400,3735.01772907
12.32,12.5,11.9,11.9,1348012800,1251.58348152
12.28,12.66,12.28,12.44,1348099200,767.93391028
12.19,12.35,12.01,12.29,1348185600,1990.39017190
11.97,12.25,11.97,12.14,1348272000,818.04702569
11.99,12.11,11.79,12.11,1348358400,1084.46274346
11.9,11.99,11.69,11.99,1348444800,1523.19954010
11.75,12.18,11.56,11.9,1348531200,3057.44986023
12.2,12.2,11.53,11.8,1348617600,3038.10509727
12.22,12.38,11.84,12.2,1348704000,3306.14546315
12.28,12.28,11.53,12.21,1348790400,2842.62287799
12.28,12.28,12.12,12.28,1348876800,584.15406141
12.22,12.28,12.17,12.2,1348963200,173.21424584
12.14,12.27,11.6,12.21,1349049600,3151.92775768
12.64,12.7,12.14,12.2,1349136000,4634.41770999
12.9,12.99,12.45,12.63,1349222400,4948.45567245
12.57,12.9,12.51,12.9,1349308800,3211.88600053
12.5,12.7,11.5,12.61,1349395200,5459.56068828
12.39,12.6,12.06,12.51,1349481600,1640.41684963
11.71,12.45,11.52,12.39,1349568000,3262.84750727
11.62,11.99,10.42,11.7,1349654400,2885.95781205
11.99,12.26,11.52,11.62,1349740800,1933.93908899
12.24,12.25,11.79,11.85,1349827200,2369.71836117
12.09,12.13,11.58,12.1,1349913600,2349.86047287
11.9,12.1,11.81,11.95,1350000000,735.71660723
11.85,12,11.81,11.9,1350086400,486.61590663
11.79,11.9,11.79,11.85,1350172800,336.21764746
11.66,11.84,11.03,11.78,1350259200,3425.95800654
11.92,11.94,11.17,11.8,1350345600,1004.49967705
11.88,11.97,11.15,11.79,1350432000,3020.89053734
11.8,11.9,11.55,11.9,1350518400,1277.75425699
11.67,11.84,11.5,11.75,1350604800,10149.00152833
11.6,11.7,11.53,11.65,1350691200,704.85501096
11.32,11.68,11.29,11.6,1350777600,2048.26032740
11.49,11.57,11.27,11.54,1350864000,1913.11800635
11.58,11.7,11.25,11.5,1350950400,2717.11005347
11.4,11.62,11.01,11.38,1351036800,3180.17696523
10.55,11.39,10.4,11.39,1351123200,3077.54063611
10,10.84,9.68,10.46,1351209600,2384.64651222
10.43,10.75,9.5,10,1351296000,1989.47751313
10.54,10.75,10.3,10.35,1351382400,972.31928641
10.8,10.8,10.32,10.67,1351468800,2655.79081055
10.8,10.81,10.43,10.8,1351555200,2780.31469798
11,11,10.66,10.79,1351641600,3057.67949806
10.85,11.05,10.63,11,1351728000,1726.98832092
10.67,10.96,10.45,10.85,1351814400,2477.44954182
10.66,10.69,10.41,10.54,1351900800,1572.81466123
10.64,10.68,10.4,10.67,1351987200,2010.40623271
10.78,10.8,10.5,10.63,1352073600,5531.26120642
10.74,10.8,10.51,10.78,1352160000,3348.91281134
10.8,10.84,10.45,10.68,1352246400,4027.99948330
10.81,10.83,10.25,10.65,1352332800,2930.39949930
10.8,10.84,10.61,10.69,1352419200,2342.58038373
10.81,10.87,10.63,10.8,1352505600,1074.44382044
10.82,10.85,10.64,10.82,1352592000,650.67843328
10.87,10.92,10.72,10.78,1352678400,1146.31773320
10.87,10.99,10.76,10.92,1352764800,2565.61377888
10.97,10.98,10.74,10.87,1352851200,1294.56300651
11.05,11.05,10.81,10.98,1352937600,2452.65680751
11.46,11.6,10.96,11.05,1353024000,7094.45117038
11.57,11.65,11.45,11.48,1353110400,795.35041288
11.51,11.65,11.32,11.56,1353196800,1033.46070105
11.65,11.65,11.03,11.51,1353283200,4206.61783947
11.65,11.69,11.44,11.6,1353369600,2524.49574606
11.67,11.67,11.34,11.64,1353456000,3449.38003110
11.88,12.12,11.55,11.67,1353542400,10030.59751843
12.16,12.16,11.66,11.86,1353628800,2085.93949655
12.25,12.29,12.06,12.16,1353715200,1378.94883856
12.31,12.35,12.2,12.29,1353801600,1110.26121167
12.2,12.4,12.11,12.32,1353888000,4569.27484855
12.07,12.23,11.75,12.2,1353974400,3692.25210948
12.22,12.74,11.93,12.01,1354060800,4332.17242762
12.37,12.41,12.1,12.22,1354147200,3553.57577684
12.43,12.45,12.2,12.35,1354233600,3472.32663909
12.34,12.46,12.31,12.39,1354320000,2513.84899834
12.42,12.46,12.24,12.44,1354406400,1741.38980028
12.6,12.6,12.32,12.46,1354492800,5124.74579588
12.59,13.01,12.42,12.5,1354579200,5524.27022114
13.2,13.43,12.63,12.86,1354665600,3202.16066697
13.45,13.59,13.02,13.2,1354752000,4479.87872060
13.37,13.48,13.11,13.34,1354838400,3494.46597785
13.36,13.37,13.3,13.3,1354924800,509.44467265
13.29,13.36,13.1,13.35,1355011200,1187.24480088
13.3,13.4,13.03,13.3,1355097600,6444.03315201
13.35,13.41,13.13,13.13,1355184000,2641.35197436
13.49,13.49,13.23,13.39,1355270400,3925.65665283
13.52,13.52,13.05,13.49,1355356800,5259.54363934
13.51,13.94,13.38,13.51,1355443200,5949.65698329
13.38,13.57,13.28,13.51,1355529600,1531.92100659
13.27,13.44,13.27,13.38,1355616000,1217.80887677
13.2,13.29,12.85,13.28,1355702400,5313.36578294
13.13,13.62,12.75,13.3,1355788800,5416.93282338
13.4,13.4,13,13.13,1355875200,4893.71657021
13.35,13.44,13.14,13.27,1355961600,1866.13166051
13.2,13.41,13.2,13.38,1356048000,2559.57635586
13.2,13.37,13.11,13.28,1356134400,870.39564745
13.14,13.29,13.04,13.2,1356220800,518.01209598
13.23,13.24,13.01,13.11,1356307200,1511.90177224
13.24,13.25,13.09,13.23,1356393600,1136.04126972
13.18,13.19,13.01,13.09,1356480000,2247.79836180
13.2,13.25,12.91,13.18,1356566400,3347.61148062
13.18,13.29,13.01,13.19,1356652800,4176.88180210
13.22,13.28,13.11,13.18,1356739200,274.78659657
13.2,13.29,13.1,13.13,1356825600,1020.89023268
13.24,13.29,13.05,13.2,1356912000,1641.78561179
13.22,13.24,12.77,13.24,1356998400,2116.92940862
13.09,13.19,12.98,13.12,1357084800,1840.84872373
13.19,13.26,12.96,13.09,1357171200,3320.97205370
13.19,13.24,12.84,13.12,1357257600,2700.25350741
13.15,13.19,13.03,13.19,1357344000,1463.53584867
13.15,13.15,13.06,13.11,1357430400,453.56308950
13.2,13.2,13.04,13.1,1357516800,3935.24845698
13.5,13.5,13.05,13.2,1357603200,6086.27515492
13.58,13.65,13.18,13.51,1357689600,4640.26739318
14,14.19,13.5,13.67,1357776000,3719.44737915
14,14.1,13.85,14,1357862400,2405.62603846
13.89,14.07,13.84,14.02,1357948800,2245.56319970
13.64,14.03,13.54,13.94,1358035200,1578.50971345
14.1,14.1,13.5,13.65,1358121600,4314.60459809
14.2,14.32,13.88,14.1,1358208000,4961.37905221
